E,log10E,Ta_c_data,k_c_data,Ta_c_dist,k_c_dist,Ta_c_cnp,k_c_cnp,err_Ta_dist,err_Ta_cnp,err_k_dist,err_k_cnp
0.0196,-1.7077439286435239,74.1567,11.3,74.52249145507812,10.88599967956543,74.58963775634766,11.003600120544434,0.3657914550781243,0.4329377563476555,-0.414000320434571,-0.2963998794555671
0.0198,-1.7033348097384688,73.7258,11.3,74.19641876220703,10.94480037689209,74.05276489257812,11.473999977111816,0.4706187622070246,0.32696489257811834,-0.35519962310791087,0.1739999771118157
0.02,-1.6989700043360187,72.9114,11.4,73.45777130126953,11.59160041809082,73.21830749511719,11.473999977111816,0.5463713012695308,0.30690749511718707,0.19160041809081996,0.07399997711181605
0.0202,-1.6946486305533763,72.6077,11.4,73.22541046142578,11.239999771118164,72.9616928100586,11.239999771118164,0.6177104614257871,0.3539928100585996,-0.1600002288818363,-0.1600002288818363
0.0203,-1.6925039620867872,72.1216,11.5,72.73516082763672,11.29840087890625,72.53713989257812,11.239999771118164,0.6135608276367179,0.4155398925781242,-0.20159912109375,-0.26000022888183594
0.0206,-1.6861327796308465,71.3564,11.6,71.96051025390625,11.29840087890625,72.02918243408203,11.70720100402832,0.6041102539062564,0.6727824340820376,-0.30159912109374964,0.10720100402832067
0.0207,-1.6840296545430822,71.1462,11.6,71.7789535522461,11.29840087890625,72.0207748413086,11.824000358581543,0.6327535522461005,0.8745748413086005,-0.30159912109374964,0.22400035858154332
0.0209,-1.679853713888946,70.6167,11.7,71.53114318847656,11.29840087890625,72.12307739257812,11.415200233459473,0.914443188476568,1.5063773925781305,-0.4015991210937493,-0.28479976654052663
0.0212,-1.6736641390712486,69.9036,11.8,70.20076751708984,11.972000122070312,70.21342468261719,11.972000122070312,0.29716751708984646,0.3098246826171902,0.1720001220703118,0.1720001220703118
0.0213,-1.6716203965612624,69.7801,11.8,70.07112884521484,11.972000122070312,70.06230926513672,11.972000122070312,0.2910288452148393,0.2822092651367143,0.1720001220703118,0.1720001220703118
0.0215,-1.6675615400843946,69.2188,11.9,69.50203704833984,12.061200141906738,69.4672622680664,12.061200141906738,0.2832370483398421,0.2484622680664046,0.16120014190673793,0.16120014190673793
0.0218,-1.6615435063953952,68.5635,12.1,68.83360290527344,12.150400161743164,68.7828369140625,12.150400161743164,0.2701029052734327,0.21933691406249523,0.05040016174316442,0.05040016174316442
0.0221,-1.6556077263148892,67.9262,12.2,68.17752075195312,12.3287992477417,68.12361145019531,12.3287992477417,0.25132075195313064,0.19741145019531814,0.12879924774169993,0.12879924774169993
0.0224,-1.6497519816658373,67.3227,12.3,67.54959869384766,12.418000221252441,67.50467681884766,12.350000381469727,0.2268986938476587,0.1819768188476587,0.1180002212524407,0.05000038146972585
0.0227,-1.6439741428068773,66.7512,12.5,66.95722961425781,12.563199996948242,66.92768096923828,12.529999732971191,0.2060296142578153,0.17648096923828405,0.06319999694824219,0.029999732971191406
0.0229,-1.640164517660112,66.2665,12.6,66.49468231201172,12.685600280761719,66.4382095336914,12.619999885559082,0.22818231201172523,0.17170953369141273,0.0856002807617191,0.019999885559082387
0.023,-1.6382721639824072,66.1994,12.6,66.43026733398438,12.685600280761719,66.3705825805664,12.619999885559082,0.23086733398437786,0.17118258056640911,0.0856002807617191,0.019999885559082387
0.0233,-1.632644078973981,65.6814,12.8,65.90536499023438,12.86400032043457,65.8424301147461,12.86400032043457,0.22396499023437855,0.1610301147460973,0.0640003204345696,0.0640003204345696
0.0235,-1.6289321377282637,65.2936,12.9,65.50784301757812,12.921600341796875,65.44532012939453,12.953200340270996,0.21424301757812714,0.1517201293945334,0.021600341796874645,0.05320034027099574
0.0236,-1.6270879970298935,65.1864,12.9,65.38208770751953,13.011199951171875,65.33314514160156,13.042399406433105,0.19568770751952513,0.14674514160155638,0.11119995117187464,0.1423994064331051
0.0239,-1.6216020990518623,64.7112,13.1,64.89171600341797,13.190399169921875,64.85197448730469,13.220799446105957,0.1805160034179636,0.14077448730468234,0.09039916992187536,0.12079944610595739
0.0241,-1.6179829574251317,64.409,13.2,64.59107208251953,13.279999732971191,64.53976440429688,13.25,0.18207208251952522,0.13076440429686897,0.07999973297119212,0.05000000000000071
0.0242,-1.6161846340195687,64.2642,13.3,64.43891906738281,13.369600296020508,64.39157104492188,13.34000015258789,0.17471906738281007,0.12737104492187257,0.0696002960205071,0.040000152587889914
0.0245,-1.6108339156354676,63.8404,13.5,64.01761627197266,13.548800468444824,63.974220275878906,13.520000457763672,0.17721627197265377,0.13382027587890377,0.04880046844482422,0.020000457763671875
0.0246,-1.609064892896621,63.6034,13.6,63.782440185546875,13.638399124145508,63.74161148071289,13.666799545288086,0.1790401855468744,0.13821148071289002,0.03839912414550817,0.06679954528808629
0.0248,-1.6055483191737838,63.4251,13.6,63.62628936767578,13.666799545288086,63.57394027709961,13.666799545288086,0.20118936767578077,0.1488402770996089,0.06679954528808629,0.06679954528808629
0.025,-1.6020599913279623,63.0256,13.8,63.22541809082031,13.872800827026367,63.18016815185547,13.845200538635254,0.19981809082031532,0.15456815185547157,0.07280082702636648,0.045200538635253196
0.0252,-1.5985994592184558,62.8448,13.9,63.045005798339844,13.961599349975586,63.00521469116211,13.934399604797363,0.20020579833984442,0.16041469116211005,0.06159934997558558,0.034399604797362926
0.0253,-1.596879478824182,62.6425,14.0,62.84157943725586,14.050399780273438,62.8034782409668,14.023600578308105,0.19907943725586108,0.16097824096679858,0.0503997802734375,0.02360057830810547
0.0256,-1.5917600346881504,62.2736,14.2,62.464534759521484,14.227999687194824,62.43750762939453,14.20199966430664,0.19093475952148253,0.1639076293945294,0.02799968719482493,0.0019996643066413355
0.0257,-1.5900668766687054,62.1483,14.3,62.3327522277832,14.316800117492676,62.31196212768555,14.291200637817383,0.18445222778320414,0.1636621276855479,0.01680011749267507,-0.008799362182617898
0.0259,-1.586700235918748,61.918,14.4,62.10414123535156,14.405599594116211,62.08119201660156,14.380399703979492,0.18614123535156324,0.16319201660156324,0.005599594116210582,-0.019600296020508168
0.0262,-1.5816987086802545,61.5743,14.6,61.76443862915039,14.607599258422852,61.73341751098633,14.631999969482422,0.1901386291503897,0.1591175109863272,0.007599258422851918,0.03199996948242223
0.0263,-1.5800442515102422,61.4861,14.6,61.68516159057617,14.607599258422852,61.64658737182617,14.631999969482422,0.19906159057617145,0.16048737182617145,0.007599258422851918,0.03199996948242223
0.0265,-1.576754126063192,61.2427,14.8,61.43452835083008,14.808000564575195,61.411720275878906,14.808000564575195,0.19182835083007888,0.169020275878907,0.008000564575194602,0.008000564575194602
0.0266,-1.575118363368933,61.1797,14.8,61.37998580932617,14.808000564575195,61.35605239868164,14.808000564575195,0.200285809326175,0.17635239868164376,0.008000564575194602,0.008000564575194602
0.0268,-1.5718652059712113,60.9229,15.0,61.147132873535156,14.878800392150879,61.09506607055664,14.926000595092773,0.22423287353515775,0.17216607055664213,-0.1211996078491211,-0.07399940490722656
0.0269,-1.570247719997592,60.8537,15.0,61.07368850708008,15.052400588989258,61.0225944519043,15.098000526428223,0.21998850708007467,0.16889445190429342,0.05240058898925781,0.09800052642822266
0.0271,-1.5670307091255944,60.612,15.1,60.841514587402344,15.166399955749512,60.785160064697266,15.098000526428223,0.22951458740234187,0.17316006469726375,0.06639995574951207,-0.0019994735717769885
0.0274,-1.562249437179612,60.3054,15.3,60.5260009765625,15.380000114440918,60.48648452758789,15.336000442504883,0.22060097656250122,0.18108452758789184,0.08000011444091726,0.0360004425048821
0.0276,-1.5590909179347823,59.9901,11.9,60.13800811767578,11.947999954223633,60.1157341003418,11.947999954223633,0.14790811767578305,0.12563410034179867,0.04799995422363246,0.04799995422363246
0.0279,-1.5543957967264024,59.5755,12.0,59.7158088684082,11.981199264526367,59.695030212402344,12.015999794006348,0.140308868408205,0.11953021240234563,-0.018800735473632812,0.015999794006347656
