Value,Time,E
70.1673,14.2,0.0233
70.6989,14.3,0.0233
71.2456,14.4,0.0233
71.8047,14.5,0.0233
72.3747,14.6,0.0233
72.9537,14.7,0.0233
73.5396,14.8,0.0233
74.1306,14.9,0.0233
74.7255,15.0,0.0233
75.323,15.1,0.0233
75.9223,15.2,0.0233
76.5223,15.3,0.0233
77.1219,15.4,0.0233
77.7214,15.5,0.0233
78.3196,15.6,0.0233
78.9164,15.7,0.0233
79.5114,15.8,0.0233
80.1048,15.9,0.0233
80.6969,16.0,0.0233
81.287,16.1,0.0233
81.8757,16.2,0.0233
82.4627,16.3,0.0233
83.0479,16.4,0.0233
83.6323,16.5,0.0233
84.2158,16.6,0.0233
84.7988,16.7,0.0233
84.8492,16.8,0.0233
84.8599,16.9,0.0233
84.8624,17.0,0.0233
84.8599,17.1,0.0233
84.8511,17.2,0.0233
84.8352,17.3,0.0233
84.8158,17.4,0.0233
84.7926,17.5,0.0233
84.7667,17.6,0.0233
84.7397,17.7,0.0233
84.7084,17.8,0.0233
84.6783,17.9,0.0233
84.6459,18.0,0.0233
84.6148,18.1,0.0233
84.586,18.2,0.0233
84.5606,18.3,0.0233
84.5365,18.4,0.0233
84.5162,18.5,0.0233
84.5025,18.6,0.0233
84.4936,18.7,0.0233
84.4923,18.8,0.0233
84.4965,18.9,0.0233
84.5076,19.0,0.0233
84.5275,19.1,0.0233
84.5563,19.2,0.0233
84.5948,19.3,0.0233
84.6415,19.4,0.0233
84.6975,19.5,0.0233
84.7632,19.6,0.0233
84.8381,19.7,0.0233
84.923,19.8,0.0233
85.0173,19.9,0.0233
85.1205,20.0,0.0233
209.7268,1.0,0.0235
191.4943,1.1,0.0235
176.3821,1.2,0.0235
163.6723,1.3,0.0235
152.8524,1.4,0.0235
143.5465,1.5,0.0235
135.473,1.6,0.0235
128.4166,1.7,0.0235
122.2099,1.8,0.0235
116.7211,1.9,0.0235
111.8446,2.0,0.0235
107.4952,2.1,0.0235
103.6033,2.2,0.0235
100.1114,2.3,0.0235
96.9719,2.4,0.0235
94.1449,2.5,0.0235
91.5966,2.6,0.0235
89.2986,2.7,0.0235
87.2266,2.8,0.0235
85.3598,2.9,0.0235
83.6804,3.0,0.0235
82.1732,3.1,0.0235
80.8249,3.2,0.0235
79.6244,3.3,0.0235
78.5618,3.4,0.0235
77.629,3.5,0.0235
76.8189,3.6,0.0235
76.1258,3.7,0.0235
75.5447,3.8,0.0235
75.0719,3.9,0.0235
74.7045,4.0,0.0235
74.4405,4.1,0.0235
74.2789,4.2,0.0235
74.2195,4.3,0.0235
74.2631,4.4,0.0235
74.4117,4.5,0.0235
74.6681,4.6,0.0235
75.0369,4.7,0.0235
75.5238,4.8,0.0235
76.1368,4.9,0.0235
76.886,5.0,0.0235
77.7849,5.1,0.0235
78.8514,5.2,0.0235
80.1094,5.3,0.0235
81.5927,5.4,0.0235
83.3509,5.5,0.0235
85.4621,5.6,0.0235
88.0643,5.7,0.0235
86.0135,5.8,0.0235
83.7366,5.9,0.0235
81.8546,6.0,0.0235
80.3003,6.1,0.0235
79.0049,6.2,0.0235
77.9159,6.3,0.0235
76.9952,6.4,0.0235
76.2142,6.5,0.0235
75.5505,6.6,0.0235
74.9866,6.7,0.0235
74.5078,6.8,0.0235
74.1018,6.9,0.0235
73.7578,7.0,0.0235
73.4666,7.1,0.0235
73.2198,7.2,0.0235
73.0099,7.3,0.0235
72.8304,7.4,0.0235
72.6753,7.5,0.0235
72.5395,7.6,0.0235
72.4185,7.7,0.0235
72.3084,7.8,0.0235
72.2058,7.9,0.0235
72.1077,8.0,0.0235
72.012,8.1,0.0235
71.9165,8.2,0.0235
71.8196,8.3,0.0235
71.7199,8.4,0.0235
71.6166,8.5,0.0235
71.5087,8.6,0.0235
71.3958,8.7,0.0235
71.2778,8.8,0.0235
71.1547,8.9,0.0235
71.0271,9.0,0.0235
70.8956,9.1,0.0235
70.7612,9.2,0.0235
70.6252,9.3,0.0235
70.4893,9.4,0.0235
70.3551,9.5,0.0235
70.2249,9.6,0.0235
70.1008,9.7,0.0235
69.9855,9.8,0.0235
69.8816,9.9,0.0235
69.7919,10.0,0.0235
69.719,10.1,0.0235
69.6655,10.2,0.0235
69.634,10.3,0.0235
69.6268,10.4,0.0235
69.6459,10.5,0.0235
69.6933,10.6,0.0235
69.7711,10.7,0.0235
69.8813,10.8,0.0235
70.026,10.9,0.0235
70.2075,11.0,0.0235
70.4301,11.1,0.0235
70.697,11.2,0.0235
71.0129,11.3,0.0235
71.3844,11.4,0.0235
71.8184,11.5,0.0235
72.3217,11.6,0.0235
72.9018,11.7,0.0235
73.5592,11.8,0.0235
74.2825,11.9,0.0235
75.0446,12.0,0.0235
75.8121,12.1,0.0235
69.1726,12.2,0.0235
67.4345,12.3,0.0235
66.5497,12.4,0.0235
66.0041,12.5,0.0235
65.6544,12.6,0.0235
65.4394,12.7,0.0235
65.3256,12.8,0.0235
65.2936,12.9,0.0235
65.3303,13.0,0.0235
65.4269,13.1,0.0235
65.5769,13.2,0.0235
65.7751,13.3,0.0235
66.0177,13.4,0.0235
66.3017,13.5,0.0235
66.6238,13.6,0.0235
66.9816,13.7,0.0235
67.3722,13.8,0.0235
67.7931,13.9,0.0235
68.2419,14.0,0.0235
68.7163,14.1,0.0235
69.2132,14.2,0.0235
69.7306,14.3,0.0235
70.2655,14.4,0.0235
70.8162,14.5,0.0235
71.3798,14.6,0.0235
71.9538,14.7,0.0235
72.5365,14.8,0.0235
73.1261,14.9,0.0235
73.7209,15.0,0.0235
74.3191,15.1,0.0235
74.9198,15.2,0.0235
75.5223,15.3,0.0235
76.1245,15.4,0.0235
76.727,15.5,0.0235
77.3287,15.6,0.0235
77.9283,15.7,0.0235
78.5271,15.8,0.0235
79.1234,15.9,0.0235
79.7182,16.0,0.0235
80.3111,16.1,0.0235
80.9022,16.2,0.0235
81.4916,16.3,0.0235
82.0789,16.4,0.0235
82.6647,16.5,0.0235
83.2494,16.6,0.0235
83.7758,16.7,0.0235
83.7853,16.8,0.0235
83.7884,16.9,0.0235
83.7862,17.0,0.0235
83.7776,17.1,0.0235
83.7655,17.2,0.0235
83.7513,17.3,0.0235
83.7301,17.4,0.0235
83.7094,17.5,0.0235
83.6856,17.6,0.0235
83.6623,17.7,0.0235
83.6391,17.8,0.0235
83.616,17.9,0.0235
83.5933,18.0,0.0235
83.5719,18.1,0.0235
83.5534,18.2,0.0235
83.5377,18.3,0.0235
83.527,18.4,0.0235
83.5197,18.5,0.0235
83.518,18.6,0.0235
83.5207,18.7,0.0235
83.5311,18.8,0.0235
83.5473,18.9,0.0235
83.5712,19.0,0.0235
83.6013,19.1,0.0235
83.6403,19.2,0.0235
83.6863,19.3,0.0235
83.7412,19.4,0.0235
83.8046,19.5,0.0235
83.8761,19.6,0.0235
83.9558,19.7,0.0235
84.0445,19.8,0.0235
84.1417,19.9,0.0235
84.248,20.0,0.0235
209.2802,1.0,0.0236
191.0851,1.1,0.0236
176.0039,1.2,0.0236
163.32,1.3,0.0236
152.522,1.4,0.0236
143.2349,1.5,0.0236
135.1775,1.6,0.0236
128.135,1.7,0.0236
121.9405,1.8,0.0236
116.4623,1.9,0.0236
111.5951,2.0,0.0236
107.2538,2.1,0.0236
103.3691,2.2,0.0236
99.8835,2.3,0.0236
96.7495,2.4,0.0236
93.9273,2.5,0.0236
91.3832,2.6,0.0236
89.0887,2.7,0.0236
87.0197,2.8,0.0236
85.1554,2.9,0.0236
83.4781,3.0,0.0236
81.9724,3.1,0.0236
80.6253,3.2,0.0236
79.4255,3.3,0.0236
78.3632,3.4,0.0236
77.4303,3.5,0.0236
76.6197,3.6,0.0236
75.9257,3.7,0.0236
75.3433,3.8,0.0236
74.8687,3.9,0.0236
74.4991,4.0,0.0236
74.2325,4.1,0.0236
74.0677,4.2,0.0236
74.0045,4.3,0.0236
74.0438,4.4,0.0236
74.1874,4.5,0.0236
74.4381,4.6,0.0236
74.8002,4.7,0.0236
75.2796,4.8,0.0236
75.8838,4.9,0.0236
76.6229,5.0,0.0236
77.5099,5.1,0.0236
78.5622,5.2,0.0236
79.8031,5.3,0.0236
81.265,5.4,0.0236
82.9956,5.5,0.0236
85.0689,5.6,0.0236
87.6141,5.7,0.0236
85.9608,5.8,0.0236
83.6595,5.9,0.0236
81.7513,6.0,0.0236
80.176,6.1,0.0236
78.8646,6.2,0.0236
77.7636,6.3,0.0236
76.8335,6.4,0.0236
76.0451,6.5,0.0236
75.3755,6.6,0.0236
74.8068,6.7,0.0236
74.3242,6.8,0.0236
73.9152,6.9,0.0236
73.5689,7.0,0.0236
73.276,7.1,0.0236
73.0279,7.2,0.0236
72.8173,7.3,0.0236
72.6374,7.4,0.0236
72.4824,7.5,0.0236
72.3469,7.6,0.0236
72.2264,7.7,0.0236
72.117,7.8,0.0236
72.0154,7.9,0.0236
71.9185,8.0,0.0236
71.8241,8.1,0.0236
71.73,8.2,0.0236
71.6346,8.3,0.0236
71.5367,8.4,0.0236
71.4349,8.5,0.0236
71.3288,8.6,0.0236
71.2177,8.7,0.0236
71.1014,8.8,0.0236
70.98,8.9,0.0236
70.8538,9.0,0.0236
70.7237,9.1,0.0236
70.5903,9.2,0.0236
70.4549,9.3,0.0236
70.3191,9.4,0.0236
70.1846,9.5,0.0236
70.0533,9.6,0.0236
69.9275,9.7,0.0236
69.8097,9.8,0.0236
69.7025,9.9,0.0236
69.6085,10.0,0.0236
69.5305,10.1,0.0236
69.471,10.2,0.0236
69.4326,10.3,0.0236
69.4176,10.4,0.0236
69.4282,10.5,0.0236
69.4662,10.6,0.0236
69.5335,10.7,0.0236
69.6325,10.8,0.0236
69.7647,10.9,0.0236
69.9326,11.0,0.0236
70.1398,11.1,0.0236
70.3895,11.2,0.0236
70.6858,11.3,0.0236
71.0344,11.4,0.0236
71.4427,11.5,0.0236
71.9183,11.6,0.0236
72.4686,11.7,0.0236
73.0964,11.8,0.0236
73.7969,11.9,0.0236
74.5483,12.0,0.0236
75.3199,12.1,0.0236
70.83,12.2,0.0236
67.8666,12.3,0.0236
66.741,12.4,0.0236
66.0812,12.5,0.0236
65.6621,12.6,0.0236
65.3985,12.7,0.0236
65.2479,12.8,0.0236
65.1864,12.9,0.0236
65.1984,13.0,0.0236
65.2738,13.1,0.0236
65.4052,13.2,0.0236
65.5869,13.3,0.0236
65.8147,13.4,0.0236
66.0852,13.5,0.0236
66.3951,13.6,0.0236
66.7417,13.7,0.0236
67.1225,13.8,0.0236
67.5347,13.9,0.0236
67.9757,14.0,0.0236
68.4432,14.1,0.0236
68.9344,14.2,0.0236
69.447,14.3,0.0236
69.978,14.4,0.0236
70.5252,14.5,0.0236
71.0864,14.6,0.0236
71.6592,14.7,0.0236
72.2403,14.8,0.0236
72.8295,14.9,0.0236
73.4241,15.0,0.0236
74.0223,15.1,0.0236
74.6236,15.2,0.0236
75.2264,15.3,0.0236
75.8298,15.4,0.0236
76.4337,15.5,0.0236
77.0358,15.6,0.0236
77.6366,15.7,0.0236
78.2364,15.8,0.0236
78.8339,15.9,0.0236
79.4293,16.0,0.0236
80.0232,16.1,0.0236
80.6151,16.2,0.0236
81.2052,16.3,0.0236
81.7934,16.4,0.0236
82.3796,16.5,0.0236
82.9649,16.6,0.0236
83.4676,16.7,0.0236
83.4735,16.8,0.0236
83.4747,16.9,0.0236
83.4703,17.0,0.0236
83.4617,17.1,0.0236
83.4479,17.2,0.0236
83.4312,17.3,0.0236
83.413,17.4,0.0236
83.3904,17.5,0.0236
83.3676,17.6,0.0236
83.3457,17.7,0.0236
83.3246,17.8,0.0236
83.3025,17.9,0.0236
83.2821,18.0,0.0236
83.2635,18.1,0.0236
83.2479,18.2,0.0236
83.2353,18.3,0.0236
83.2273,18.4,0.0236
83.2233,18.5,0.0236
83.2255,18.6,0.0236
83.233,18.7,0.0236
83.2463,18.8,0.0236
83.2656,18.9,0.0236
83.2924,19.0,0.0236
83.3266,19.1,0.0236
83.3678,19.2,0.0236
83.4171,19.3,0.0236
83.474,19.4,0.0236
83.5402,19.5,0.0236
83.6132,19.6,0.0236
83.6949,19.7,0.0236
83.7849,19.8,0.0236
83.8839,19.9,0.0236
83.9905,20.0,0.0236
206.0661,1.0,0.0241
188.1409,1.1,0.0241
173.2824,1.2,0.0241
160.7849,1.3,0.0241
150.1446,1.4,0.0241
140.9922,1.5,0.0241
133.0508,1.6,0.0241
126.1088,1.7,0.0241
120.0018,1.8,0.0241
114.6001,1.9,0.0241
109.7998,2.0,0.0241
105.5174,2.1,0.0241
101.6842,2.2,0.0241
98.2439,2.3,0.0241
95.1496,2.4,0.0241
92.3618,2.5,0.0241
89.8476,2.6,0.0241
87.5789,2.7,0.0241
85.5317,2.8,0.0241
83.6855,2.9,0.0241
82.0229,3.0,0.0241
80.5288,3.1,0.0241
79.1901,3.2,0.0241
77.9957,3.3,0.0241
76.9359,3.4,0.0241
76.0026,3.5,0.0241
75.1887,3.6,0.0241
74.4883,3.7,0.0241
73.8967,3.8,0.0241
73.4099,3.9,0.0241
73.0248,4.0,0.0241
72.7394,4.1,0.0241
72.5522,4.2,0.0241
72.4628,4.3,0.0241
72.4717,4.4,0.0241
72.5801,4.5,0.0241
72.7906,4.6,0.0241
73.1066,4.7,0.0241
73.533,4.8,0.0241
74.0763,4.9,0.0241
74.7449,5.0,0.0241
75.5497,5.1,0.0241
76.5049,5.2,0.0241
77.6291,5.3,0.0241
78.9477,5.4,0.0241
80.496,5.5,0.0241
82.3261,5.6,0.0241
84.5216,5.7,0.0241
85.57,5.8,0.0241
83.1884,5.9,0.0241
81.1027,6.0,0.0241
79.3638,6.1,0.0241
77.9238,6.2,0.0241
76.7241,6.3,0.0241
75.7175,6.4,0.0241
74.8687,6.5,0.0241
74.151,6.6,0.0241
73.5435,6.7,0.0241
73.0297,6.8,0.0241
72.5956,6.9,0.0241
72.2296,7.0,0.0241
71.9215,7.1,0.0241
71.6623,7.2,0.0241
71.4441,7.3,0.0241
71.2598,7.4,0.0241
71.1031,7.5,0.0241
70.9683,7.6,0.0241
70.8505,7.7,0.0241
70.7455,7.8,0.0241
70.6498,7.9,0.0241
70.5601,8.0,0.0241
70.474,8.1,0.0241
70.3892,8.2,0.0241
70.3042,8.3,0.0241
70.2172,8.4,0.0241
70.1271,8.5,0.0241
70.0332,8.6,0.0241
69.9346,8.7,0.0241
69.8309,8.8,0.0241
69.7218,8.9,0.0241
69.6074,9.0,0.0241
69.4879,9.1,0.0241
69.3638,9.2,0.0241
69.2357,9.3,0.0241
69.1048,9.4,0.0241
68.9722,9.5,0.0241
68.8391,9.6,0.0241
68.7074,9.7,0.0241
68.5787,9.8,0.0241
68.4553,9.9,0.0241
68.3394,10.0,0.0241
68.2335,10.1,0.0241
68.14,10.2,0.0241
68.0616,10.3,0.0241
68.0005,10.4,0.0241
67.9589,10.5,0.0241
67.9393,10.6,0.0241
67.9433,10.7,0.0241
67.9727,10.8,0.0241
68.0291,10.9,0.0241
68.1142,11.0,0.0241
68.2292,11.1,0.0241
68.3769,11.2,0.0241
68.5593,11.3,0.0241
68.7789,11.4,0.0241
69.0397,11.5,0.0241
69.3463,11.6,0.0241
69.7053,11.7,0.0241
70.1237,11.8,0.0241
70.6084,11.9,0.0241
71.1703,12.0,0.0241
71.8131,12.1,0.0241
72.5291,12.2,0.0241
73.2985,12.3,0.0241
74.0836,12.4,0.0241
70.9119,12.5,0.0241
67.2282,12.6,0.0241
65.9986,12.7,0.0241
65.304,12.8,0.0241
64.8731,12.9,0.0241
64.6075,13.0,0.0241
64.4618,13.1,0.0241
64.409,13.2,0.0241
64.4324,13.3,0.0241
64.5212,13.4,0.0241
64.6679,13.5,0.0241
64.8669,13.6,0.0241
65.1137,13.7,0.0241
65.4043,13.8,0.0241
65.7359,13.9,0.0241
66.105,14.0,0.0241
66.5091,14.1,0.0241
66.9449,14.2,0.0241
67.4104,14.3,0.0241
67.9018,14.4,0.0241
68.4173,14.5,0.0241
68.9529,14.6,0.0241
69.5059,14.7,0.0241
70.0738,14.8,0.0241
70.654,14.9,0.0241
71.2443,15.0,0.0241
71.8419,15.1,0.0241
72.4445,15.2,0.0241
73.0507,15.3,0.0241
73.6607,15.4,0.0241
74.2708,15.5,0.0241
74.8819,15.6,0.0241
75.4916,15.7,0.0241
76.0997,15.8,0.0241
76.706,15.9,0.0241
77.3104,16.0,0.0241
77.9117,16.1,0.0241
78.5111,16.2,0.0241
79.1081,16.3,0.0241
79.7025,16.4,0.0241
80.2944,16.5,0.0241
80.8849,16.6,0.0241
81.2484,16.7,0.0241
81.2339,16.8,0.0241
81.2157,16.9,0.0241
81.198,17.0,0.0241
81.1772,17.1,0.0241
81.1553,17.2,0.0241
81.1329,17.3,0.0241
81.1112,17.4,0.0241
81.091,17.5,0.0241
81.0716,17.6,0.0241
81.0544,17.7,0.0241
81.0403,17.8,0.0241
81.0303,17.9,0.0241
81.0257,18.0,0.0241
81.0245,18.1,0.0241
81.0279,18.2,0.0241
81.0365,18.3,0.0241
81.0496,18.4,0.0241
81.0671,18.5,0.0241
81.0934,18.6,0.0241
81.1234,18.7,0.0241
81.1599,18.8,0.0241
81.2035,18.9,0.0241
81.2524,19.0,0.0241
81.3084,19.1,0.0241
81.3717,19.2,0.0241
81.4411,19.3,0.0241
81.5174,19.4,0.0241
81.6002,19.5,0.0241
81.6898,19.6,0.0241
81.7861,19.7,0.0241
81.8895,19.8,0.0241
81.9994,19.9,0.0241
82.1167,20.0,0.0241
205.4433,1.0,0.0242
187.5705,1.1,0.0242
172.7551,1.2,0.0242
160.2937,1.3,0.0242
149.684,1.4,0.0242
140.5577,1.5,0.0242
132.6388,1.6,0.0242
125.7163,1.7,0.0242
119.6262,1.8,0.0242
114.2393,1.9,0.0242
109.452,2.0,0.0242
105.181,2.1,0.0242
101.3578,2.2,0.0242
97.9263,2.3,0.0242
94.8396,2.4,0.0242
92.0586,2.5,0.0242
89.5502,2.6,0.0242
87.2865,2.7,0.0242
85.2435,2.8,0.0242
83.4009,2.9,0.0242
81.7412,3.0,0.0242
80.2493,3.1,0.0242
78.9123,3.2,0.0242
77.7189,3.3,0.0242
76.6597,3.4,0.0242
75.7263,3.5,0.0242
74.9118,3.6,0.0242
74.2103,3.7,0.0242
73.617,3.8,0.0242
73.1278,3.9,0.0242
72.7399,4.0,0.0242
72.4508,4.1,0.0242
72.2594,4.2,0.0242
72.1651,4.3,0.0242
72.1682,4.4,0.0242
72.27,4.5,0.0242
72.4729,4.6,0.0242
72.7802,4.7,0.0242
73.1966,4.8,0.0242
73.7285,4.9,0.0242
74.384,5.0,0.0242
75.1735,5.1,0.0242
76.1108,5.2,0.0242
77.2137,5.3,0.0242
78.5064,5.4,0.0242
80.0224,5.5,0.0242
81.8106,5.6,0.0242
83.9481,5.7,0.0242
85.4797,5.8,0.0242
83.1081,5.9,0.0242
80.9962,6.0,0.0242
79.2242,6.1,0.0242
77.7565,6.2,0.0242
76.5351,6.3,0.0242
75.5117,6.4,0.0242
74.6497,6.5,0.0242
73.9214,6.6,0.0242
73.3054,6.7,0.0242
72.7847,6.8,0.0242
72.345,6.9,0.0242
71.9745,7.0,0.0242
71.6629,7.1,0.0242
71.401,7.2,0.0242
71.1809,7.3,0.0242
70.9953,7.4,0.0242
70.8379,7.5,0.0242
70.7029,7.6,0.0242
70.5853,7.7,0.0242
70.481,7.8,0.0242
70.3861,7.9,0.0242
70.2976,8.0,0.0242
70.2129,8.1,0.0242
70.1298,8.2,0.0242
70.0465,8.3,0.0242
69.9615,8.4,0.0242
69.8736,8.5,0.0242
69.7819,8.6,0.0242
69.6856,8.7,0.0242
69.5843,8.8,0.0242
69.4776,8.9,0.0242
69.3656,9.0,0.0242
69.2484,9.1,0.0242
69.1265,9.2,0.0242
69.0003,9.3,0.0242
68.8709,9.4,0.0242
68.7394,9.5,0.0242
68.607,9.6,0.0242
68.4752,9.7,0.0242
68.3457,9.8,0.0242
68.2207,9.9,0.0242
68.1021,10.0,0.0242
67.9925,10.1,0.0242
67.8942,10.2,0.0242
67.8098,10.3,0.0242
67.7417,10.4,0.0242
67.692,10.5,0.0242
67.6631,10.6,0.0242
67.6568,10.7,0.0242
67.6749,10.8,0.0242
67.7189,10.9,0.0242
67.7906,11.0,0.0242
67.891,11.1,0.0242
68.0227,11.2,0.0242
68.1873,11.3,0.0242
68.3872,11.4,0.0242
68.6262,11.5,0.0242
68.9069,11.6,0.0242
69.2365,11.7,0.0242
69.6207,11.8,0.0242
70.068,11.9,0.0242
70.5865,12.0,0.0242
71.1829,12.1,0.0242
71.86,12.2,0.0242
72.6051,12.3,0.0242
73.3898,12.4,0.0242
74.174,12.5,0.0242
68.6326,12.6,0.0242
66.5167,12.7,0.0242
65.5418,12.8,0.0242
64.9657,12.9,0.0242
64.6037,13.0,0.0242
64.3893,13.1,0.0242
64.2839,13.2,0.0242
64.2642,13.3,0.0242
64.3168,13.4,0.0242
64.432,13.5,0.0242
64.6032,13.6,0.0242
64.8252,13.7,0.0242
65.0936,13.8,0.0242
65.4052,13.9,0.0242
65.7566,14.0,0.0242
66.1448,14.1,0.0242
66.5666,14.2,0.0242
67.0199,14.3,0.0242
67.5005,14.4,0.0242
68.007,14.5,0.0242
68.5358,14.6,0.0242
69.0833,14.7,0.0242
69.6472,14.8,0.0242
70.2243,14.9,0.0242
70.8127,15.0,0.0242
71.4093,15.1,0.0242
72.0124,15.2,0.0242
72.6191,15.3,0.0242
73.23,15.4,0.0242
73.842,15.5,0.0242
74.4537,15.6,0.0242
75.0657,15.7,0.0242
75.6757,15.8,0.0242
76.284,15.9,0.0242
76.8902,16.0,0.0242
77.4937,16.1,0.0242
78.0947,16.2,0.0242
78.6936,16.3,0.0242
79.2899,16.4,0.0242
79.8829,16.5,0.0242
80.4744,16.6,0.0242
80.8235,16.7,0.0242
80.8035,16.8,0.0242
80.7823,16.9,0.0242
80.7602,17.0,0.0242
80.7363,17.1,0.0242
80.7125,17.2,0.0242
80.69,17.3,0.0242
80.6664,17.4,0.0242
80.6456,17.5,0.0242
80.628,17.6,0.0242
80.6117,17.7,0.0242
80.5989,17.8,0.0242
80.5909,17.9,0.0242
80.5893,18.0,0.0242
80.5901,18.1,0.0242
80.5975,18.2,0.0242
80.6089,18.3,0.0242
80.6275,18.4,0.0242
80.6492,18.5,0.0242
80.6767,18.6,0.0242
80.7131,18.7,0.0242
80.7533,18.8,0.0242
80.8004,18.9,0.0242
80.8541,19.0,0.0242
80.9134,19.1,0.0242
80.9801,19.2,0.0242
81.0534,19.3,0.0242
81.1334,19.4,0.0242
81.2193,19.5,0.0242
81.3123,19.6,0.0242
81.4117,19.7,0.0242
81.5179,19.8,0.0242
81.6307,19.9,0.0242
81.7502,20.0,0.0242
203.582,1.0,0.0245
185.8654,1.1,0.0245
171.179,1.2,0.0245
158.8256,1.3,0.0245
148.3072,1.4,0.0245
139.2589,1.5,0.0245
131.4072,1.6,0.0245
124.543,1.7,0.0245
118.5036,1.8,0.0245
113.1609,1.9,0.0245
108.4125,2.0,0.0245
104.1755,2.1,0.0245
100.3823,2.2,0.0245
96.9771,2.3,0.0245
93.9134,2.4,0.0245
91.1524,2.5,0.0245
88.6614,2.6,0.0245
86.4126,2.7,0.0245
84.3823,2.8,0.0245
82.5504,2.9,0.0245
80.8993,3.0,0.0245
79.4142,3.1,0.0245
78.0822,3.2,0.0245
76.8921,3.3,0.0245
75.8345,3.4,0.0245
74.9011,3.5,0.0245
74.0849,3.6,0.0245
73.3801,3.7,0.0245
72.7817,3.8,0.0245
72.2858,3.9,0.0245
71.8892,4.0,0.0245
71.5897,4.1,0.0245
71.3859,4.2,0.0245
71.2769,4.3,0.0245
71.2631,4.4,0.0245
71.3454,4.5,0.0245
71.5259,4.6,0.0245
71.8077,4.7,0.0245
72.195,4.8,0.0245
72.6935,4.9,0.0245
73.3105,5.0,0.0245
74.0556,5.1,0.0245
74.9409,5.2,0.0245
75.9823,5.3,0.0245
77.2009,5.4,0.0245
78.6253,5.5,0.0245
80.2961,5.6,0.0245
82.2749,5.7,0.0245
84.6635,5.8,0.0245
82.8641,5.9,0.0245
80.709,6.0,0.0245
78.8436,6.1,0.0245
77.2886,6.2,0.0245
75.9973,6.3,0.0245
74.9193,6.4,0.0245
74.0142,6.5,0.0245
73.2516,6.6,0.0245
72.6079,6.7,0.0245
72.0646,6.8,0.0245
71.6066,6.9,0.0245
71.2214,7.0,0.0245
70.8979,7.1,0.0245
70.627,7.2,0.0245
70.4001,7.3,0.0245
70.2098,7.4,0.0245
70.0495,7.5,0.0245
69.9132,7.6,0.0245
69.7958,7.7,0.0245
69.6927,7.8,0.0245
69.6001,7.9,0.0245
69.5147,8.0,0.0245
69.4338,8.1,0.0245
69.355,8.2,0.0245
69.2767,8.3,0.0245
69.1972,8.4,0.0245
69.1153,8.5,0.0245
69.03,8.6,0.0245
68.9405,8.7,0.0245
68.8461,8.8,0.0245
68.7467,8.9,0.0245
68.642,9.0,0.0245
68.5318,9.1,0.0245
68.4166,9.2,0.0245
68.2968,9.3,0.0245
68.1729,9.4,0.0245
68.0458,9.5,0.0245
67.9166,9.6,0.0245
67.7864,9.7,0.0245
67.6567,9.8,0.0245
67.5291,9.9,0.0245
67.4055,10.0,0.0245
67.2878,10.1,0.0245
67.1785,10.2,0.0245
67.0797,10.3,0.0245
66.9939,10.4,0.0245
66.9234,10.5,0.0245
66.8702,10.6,0.0245
66.8367,10.7,0.0245
66.8247,10.8,0.0245
66.8357,10.9,0.0245
66.8713,11.0,0.0245
66.9329,11.1,0.0245
67.022,11.2,0.0245
67.1399,11.3,0.0245
67.2884,11.4,0.0245
67.4696,11.5,0.0245
67.686,11.6,0.0245
67.9407,11.7,0.0245
68.2386,11.8,0.0245
68.5854,11.9,0.0245
68.9887,12.0,0.0245
69.4576,12.1,0.0245
70.0003,12.2,0.0245
70.625,12.3,0.0245
71.33,12.4,0.0245
72.0991,12.5,0.0245
72.8994,12.6,0.0245
73.6885,12.7,0.0245
67.9357,12.8,0.0245
65.9677,12.9,0.0245
65.0301,13.0,0.0245
64.4713,13.1,0.0245
64.1302,13.2,0.0245
63.9334,13.3,0.0245
63.8439,13.4,0.0245
63.8404,13.5,0.0245
63.9094,13.6,0.0245
64.042,13.7,0.0245
64.2311,13.8,0.0245
64.4715,13.9,0.0245
64.7594,14.0,0.0245
65.0904,14.1,0.0245
65.4617,14.2,0.0245
65.8705,14.3,0.0245
66.3132,14.4,0.0245
66.7867,14.5,0.0245
67.2873,14.6,0.0245
67.8132,14.7,0.0245
68.3604,14.8,0.0245
68.925,14.9,0.0245
69.5048,15.0,0.0245
70.0963,15.1,0.0245
70.6968,15.2,0.0245
71.3048,15.3,0.0245
71.9173,15.4,0.0245
72.5337,15.5,0.0245
73.1507,15.6,0.0245
73.7682,15.7,0.0245
74.3847,15.8,0.0245
74.9999,15.9,0.0245
75.6123,16.0,0.0245
76.223,16.1,0.0245
76.8306,16.2,0.0245
77.4348,16.3,0.0245
78.0367,16.4,0.0245
78.6357,16.5,0.0245
79.2314,16.6,0.0245
79.5594,16.7,0.0245
79.5253,16.8,0.0245
79.4903,16.9,0.0245
79.4579,17.0,0.0245
79.4284,17.1,0.0245
79.4002,17.2,0.0245
79.3722,17.3,0.0245
79.3493,17.4,0.0245
79.328,17.5,0.0245
79.3123,17.6,0.0245
79.3013,17.7,0.0245
79.2942,17.8,0.0245
79.2928,17.9,0.0245
79.2964,18.0,0.0245
79.3061,18.1,0.0245
79.3216,18.2,0.0245
79.3428,18.3,0.0245
79.3704,18.4,0.0245
79.4051,18.5,0.0245
79.4442,18.6,0.0245
79.4891,18.7,0.0245
79.5432,18.8,0.0245
79.6017,18.9,0.0245
79.6651,19.0,0.0245
79.7364,19.1,0.0245
