Value,Time,E
116.0763,48.6,0.0543
116.439,48.7,0.0543
116.8026,48.8,0.0543
117.1689,48.9,0.0543
117.5377,49.0,0.0543
117.9095,49.1,0.0543
118.2824,49.2,0.0543
118.6584,49.3,0.0543
119.0367,49.4,0.0543
119.4167,49.5,0.0543
119.7986,49.6,0.0543
120.1833,49.7,0.0543
120.5696,49.8,0.0543
120.9581,49.9,0.0543
121.3485,50.0,0.0543
139.4583,1.0,0.0571
127.4253,1.1,0.0571
117.457,1.2,0.0571
109.0768,1.3,0.0571
101.9483,1.4,0.0571
95.8191,1.5,0.0571
90.5042,1.6,0.0571
85.8606,1.7,0.0571
81.7774,1.8,0.0571
78.167,1.9,0.0571
74.9596,2.0,0.0571
72.0993,2.1,0.0571
69.5393,2.2,0.0571
67.2415,2.3,0.0571
65.1745,2.4,0.0571
63.312,2.5,0.0571
61.6316,2.6,0.0571
60.1144,2.7,0.0571
58.7445,2.8,0.0571
57.5083,2.9,0.0571
56.3942,3.0,0.0571
55.392,3.1,0.0571
54.4934,3.2,0.0571
53.6912,3.3,0.0571
52.9792,3.4,0.0571
52.3523,3.5,0.0571
51.8065,3.6,0.0571
51.3383,3.7,0.0571
50.9452,3.8,0.0571
50.6255,3.9,0.0571
50.3779,4.0,0.0571
50.2018,4.1,0.0571
50.0966,4.2,0.0571
50.0614,4.3,0.0571
50.093,4.4,0.0571
50.1827,4.5,0.0571
50.3107,4.6,0.0571
50.4351,4.7,0.0571
50.4851,4.8,0.0571
50.3747,4.9,0.0571
50.0547,5.0,0.0571
49.5566,5.1,0.0571
48.9625,5.2,0.0571
48.3468,5.3,0.0571
47.7537,5.4,0.0571
47.2043,5.5,0.0571
46.7063,5.6,0.0571
46.261,5.7,0.0571
45.8662,5.8,0.0571
45.5185,5.9,0.0571
45.2138,6.0,0.0571
44.9476,6.1,0.0571
44.7151,6.2,0.0571
44.5114,6.3,0.0571
44.3313,6.4,0.0571
44.1698,6.5,0.0571
44.0215,6.6,0.0571
43.8816,6.7,0.0571
43.7458,6.8,0.0571
43.6107,6.9,0.0571
43.4746,7.0,0.0571
43.3371,7.1,0.0571
43.1999,7.2,0.0571
43.0656,7.3,0.0571
42.9378,7.4,0.0571
42.8202,7.5,0.0571
42.7159,7.6,0.0571
42.6275,7.7,0.0571
42.5567,7.8,0.0571
42.5044,7.9,0.0571
42.471,8.0,0.0571
42.4562,8.1,0.0571
42.4592,8.2,0.0571
42.4794,8.3,0.0571
42.5157,8.4,0.0571
42.567,8.5,0.0571
42.6321,8.6,0.0571
42.71,8.7,0.0571
42.7994,8.8,0.0571
42.8995,8.9,0.0571
43.0093,9.0,0.0571
43.1277,9.1,0.0571
43.2539,9.2,0.0571
43.3871,9.3,0.0571
43.5268,9.4,0.0571
43.6724,9.5,0.0571
43.8233,9.6,0.0571
43.9793,9.7,0.0571
44.1401,9.8,0.0571
44.3059,9.9,0.0571
44.4766,10.0,0.0571
44.6523,10.1,0.0571
44.8336,10.2,0.0571
45.0209,10.3,0.0571
45.2146,10.4,0.0571
45.4156,10.5,0.0571
45.6243,10.6,0.0571
45.8416,10.7,0.0571
46.0681,10.8,0.0571
46.305,10.9,0.0571
46.5531,11.0,0.0571
46.8134,11.1,0.0571
47.0875,11.2,0.0571
46.9023,11.3,0.0571
46.2156,11.4,0.0571
45.6159,11.5,0.0571
45.0907,11.6,0.0571
44.632,11.7,0.0571
44.2292,11.8,0.0571
43.877,11.9,0.0571
43.5683,12.0,0.0571
43.3001,12.1,0.0571
43.0679,12.2,0.0571
42.8685,12.3,0.0571
42.6982,12.4,0.0571
42.5548,12.5,0.0571
42.4361,12.6,0.0571
42.3402,12.7,0.0571
42.2666,12.8,0.0571
42.2135,12.9,0.0571
42.18,13.0,0.0571
42.165,13.1,0.0571
42.1681,13.2,0.0571
42.1887,13.3,0.0571
42.2265,13.4,0.0571
42.2818,13.5,0.0571
42.3541,13.6,0.0571
42.4434,13.7,0.0571
42.5501,13.8,0.0571
42.6736,13.9,0.0571
42.8158,14.0,0.0571
42.9767,14.1,0.0571
43.1569,14.2,0.0571
43.3574,14.3,0.0571
43.3767,14.4,0.0571
43.1554,14.5,0.0571
43.0011,14.6,0.0571
42.9004,14.7,0.0571
42.8443,14.8,0.0571
42.8265,14.9,0.0571
42.8421,15.0,0.0571
42.8874,15.1,0.0571
42.9595,15.2,0.0571
43.0561,15.3,0.0571
43.1753,15.4,0.0571
43.3155,15.5,0.0571
43.4754,15.6,0.0571
43.654,15.7,0.0571
43.8504,15.8,0.0571
44.0639,15.9,0.0571
44.2938,16.0,0.0571
44.5397,16.1,0.0571
44.8011,16.2,0.0571
45.0778,16.3,0.0571
45.3694,16.4,0.0571
45.6759,16.5,0.0571
45.997,16.6,0.0571
46.3329,16.7,0.0571
46.6835,16.8,0.0571
47.0492,16.9,0.0571
47.4306,17.0,0.0571
47.8293,17.1,0.0571
48.2504,17.2,0.0571
48.6747,17.3,0.0571
48.9812,17.4,0.0571
49.2352,17.5,0.0571
49.2886,17.6,0.0571
49.3874,17.7,0.0571
49.4977,17.8,0.0571
49.6153,17.9,0.0571
49.7384,18.0,0.0571
49.8664,18.1,0.0571
49.9984,18.2,0.0571
50.1343,18.3,0.0571
50.2737,18.4,0.0571
50.4159,18.5,0.0571
50.5613,18.6,0.0571
50.7094,18.7,0.0571
50.8601,18.8,0.0571
51.0132,18.9,0.0571
51.1686,19.0,0.0571
51.3264,19.1,0.0571
51.4866,19.2,0.0571
51.6492,19.3,0.0571
51.8142,19.4,0.0571
51.9819,19.5,0.0571
52.1524,19.6,0.0571
52.3259,19.7,0.0571
52.5028,19.8,0.0571
52.6832,19.9,0.0571
52.8676,20.0,0.0571
53.0562,20.1,0.0571
53.2496,20.2,0.0571
53.4479,20.3,0.0571
53.6519,20.4,0.0571
53.8618,20.5,0.0571
54.0781,20.6,0.0571
54.3011,20.7,0.0571
54.5314,20.8,0.0571
54.7694,20.9,0.0571
55.0152,21.0,0.0571
55.2694,21.1,0.0571
55.5323,21.2,0.0571
55.8044,21.3,0.0571
56.0857,21.4,0.0571
56.3768,21.5,0.0571
56.6779,21.6,0.0571
56.9894,21.7,0.0571
57.3116,21.8,0.0571
57.645,21.9,0.0571
57.8851,22.0,0.0571
58.1059,22.1,0.0571
58.3384,22.2,0.0571
58.5828,22.3,0.0571
58.7675,22.4,0.0571
58.8887,22.5,0.0571
59.0144,22.6,0.0571
59.1447,22.7,0.0571
59.2798,22.8,0.0571
59.4194,22.9,0.0571
59.5638,23.0,0.0571
59.7127,23.1,0.0571
59.8663,23.2,0.0571
60.0247,23.3,0.0571
60.1877,23.4,0.0571
60.3555,23.5,0.0571
60.5279,23.6,0.0571
60.705,23.7,0.0571
60.8866,23.8,0.0571
61.0729,23.9,0.0571
61.2638,24.0,0.0571
61.4592,24.1,0.0571
61.6591,24.2,0.0571
61.8634,24.3,0.0571
62.0718,24.4,0.0571
62.2846,24.5,0.0571
62.5013,24.6,0.0571
62.7218,24.7,0.0571
62.9461,24.8,0.0571
63.1741,24.9,0.0571
63.4055,25.0,0.0571
63.6403,25.1,0.0571
63.8783,25.2,0.0571
64.1193,25.3,0.0571
64.3638,25.4,0.0571
64.6109,25.5,0.0571
64.8613,25.6,0.0571
65.1153,25.7,0.0571
65.3723,25.8,0.0571
65.6328,25.9,0.0571
65.8971,26.0,0.0571
66.1647,26.1,0.0571
66.4363,26.2,0.0571
66.7112,26.3,0.0571
66.9898,26.4,0.0571
67.2714,26.5,0.0571
67.5555,26.6,0.0571
67.8424,26.7,0.0571
68.131,26.8,0.0571
68.4214,26.9,0.0571
68.7129,27.0,0.0571
68.882,27.1,0.0571
68.9739,27.2,0.0571
69.0791,27.3,0.0571
69.2001,27.4,0.0571
69.3358,27.5,0.0571
69.4829,27.6,0.0571
69.6399,27.7,0.0571
69.804,27.8,0.0571
69.9744,27.9,0.0571
70.1491,28.0,0.0571
70.328,28.1,0.0571
70.5101,28.2,0.0571
70.6952,28.3,0.0571
70.8824,28.4,0.0571
71.0718,28.5,0.0571
71.2631,28.6,0.0571
71.4557,28.7,0.0571
71.6499,28.8,0.0571
71.8448,28.9,0.0571
72.0407,29.0,0.0571
72.2367,29.1,0.0571
72.4334,29.2,0.0571
72.6293,29.3,0.0571
72.8243,29.4,0.0571
73.0182,29.5,0.0571
73.2104,29.6,0.0571
73.4003,29.7,0.0571
73.5873,29.8,0.0571
73.7703,29.9,0.0571
73.9486,30.0,0.0571
74.1211,30.1,0.0571
74.2859,30.2,0.0571
74.4419,30.3,0.0571
74.5873,30.4,0.0571
74.7194,30.5,0.0571
74.8366,30.6,0.0571
74.9364,30.7,0.0571
75.0183,30.8,0.0571
75.0862,30.9,0.0571
75.1509,31.0,0.0571
75.2309,31.1,0.0571
75.3429,31.2,0.0571
75.4931,31.3,0.0571
75.6806,31.4,0.0571
75.9008,31.5,0.0571
76.1489,31.6,0.0571
76.4212,31.7,0.0571
76.7144,31.8,0.0571
77.0259,31.9,0.0571
77.354,32.0,0.0571
77.6974,32.1,0.0571
78.0541,32.2,0.0571
78.4228,32.3,0.0571
78.8011,32.4,0.0571
79.1876,32.5,0.0571
79.579,32.6,0.0571
79.9706,32.7,0.0571
79.7013,32.8,0.0571
79.718,32.9,0.0571
79.8005,33.0,0.0571
79.9194,33.1,0.0571
80.0632,33.2,0.0571
80.226,33.3,0.0571
80.4038,33.4,0.0571
80.5949,33.5,0.0571
80.7973,33.6,0.0571
81.0094,33.7,0.0571
81.2304,33.8,0.0571
81.4597,33.9,0.0571
81.6961,34.0,0.0571
81.9392,34.1,0.0571
82.1884,34.2,0.0571
82.4429,34.3,0.0571
82.7025,34.4,0.0571
82.9662,34.5,0.0571
83.2349,34.6,0.0571
83.5076,34.7,0.0571
83.7832,34.8,0.0571
84.0624,34.9,0.0571
84.3442,35.0,0.0571
84.6278,35.1,0.0571
84.9137,35.2,0.0571
85.2024,35.3,0.0571
85.4927,35.4,0.0571
85.7845,35.5,0.0571
86.0777,35.6,0.0571
86.2653,35.7,0.0571
86.4578,35.8,0.0571
86.6607,35.9,0.0571
86.874,36.0,0.0571
87.0971,36.1,0.0571
87.3305,36.2,0.0571
87.573,36.3,0.0571
86.5566,36.4,0.0571
83.2542,36.5,0.0571
82.7475,36.6,0.0571
82.4387,36.7,0.0571
82.2352,36.8,0.0571
82.1032,36.9,0.0571
82.018,37.0,0.0571
81.9732,37.1,0.0571
81.9623,37.2,0.0571
81.973,37.3,0.0571
82.0057,37.4,0.0571
82.0567,37.5,0.0571
82.1218,37.6,0.0571
82.1995,37.7,0.0571
82.2896,37.8,0.0571
82.3891,37.9,0.0571
82.498,38.0,0.0571
82.6148,38.1,0.0571
82.7384,38.2,0.0571
82.8675,38.3,0.0571
83.0024,38.4,0.0571
83.1428,38.5,0.0571
83.2871,38.6,0.0571
83.4358,38.7,0.0571
83.5868,38.8,0.0571
83.7409,38.9,0.0571
83.8973,39.0,0.0571
84.0566,39.1,0.0571
84.218,39.2,0.0571
84.3802,39.3,0.0571
84.5438,39.4,0.0571
84.7082,39.5,0.0571
84.8741,39.6,0.0571
85.0406,39.7,0.0571
85.208,39.8,0.0571
85.375,39.9,0.0571
85.543,40.0,0.0571
85.7105,40.1,0.0571
85.8784,40.2,0.0571
86.0469,40.3,0.0571
86.2152,40.4,0.0571
86.3827,40.5,0.0571
86.5514,40.6,0.0571
86.7202,40.7,0.0571
86.8872,40.8,0.0571
87.0555,40.9,0.0571
87.2233,41.0,0.0571
87.3913,41.1,0.0571
87.5596,41.2,0.0571
87.7279,41.3,0.0571
87.8969,41.4,0.0571
88.0656,41.5,0.0571
88.2357,41.6,0.0571
88.4063,41.7,0.0571
88.5778,41.8,0.0571
88.7501,41.9,0.0571
88.9234,42.0,0.0571
89.0982,42.1,0.0571
89.2747,42.2,0.0571
89.4517,42.3,0.0571
89.6312,42.4,0.0571
89.8132,42.5,0.0571
89.9965,42.6,0.0571
90.1824,42.7,0.0571
90.3704,42.8,0.0571
90.5621,42.9,0.0571
90.7555,43.0,0.0571
90.9525,43.1,0.0571
91.1526,43.2,0.0571
91.3556,43.3,0.0571
91.5637,43.4,0.0571
91.7743,43.5,0.0571
91.9888,43.6,0.0571
92.2077,43.7,0.0571
92.43,43.8,0.0571
92.6577,43.9,0.0571
92.8884,44.0,0.0571
93.1236,44.1,0.0571
93.3644,44.2,0.0571
93.6096,44.3,0.0571
93.8596,44.4,0.0571
94.1141,44.5,0.0571
94.3733,44.6,0.0571
94.6378,44.7,0.0571
94.9067,44.8,0.0571
95.1804,44.9,0.0571
95.4589,45.0,0.0571
95.742,45.1,0.0571
96.0311,45.2,0.0571
96.322,45.3,0.0571
96.6207,45.4,0.0571
96.9211,45.5,0.0571
97.2276,45.6,0.0571
97.5378,45.7,0.0571
97.8507,45.8,0.0571
98.1683,45.9,0.0571
98.491,46.0,0.0571
98.8154,46.1,0.0571
99.1442,46.2,0.0571
99.4747,46.3,0.0571
99.809,46.4,0.0571
100.1452,46.5,0.0571
100.4844,46.6,0.0571
100.8283,46.7,0.0571
101.1719,46.8,0.0571
101.5179,46.9,0.0571
101.8654,47.0,0.0571
102.2155,47.1,0.0571
102.5674,47.2,0.0571
102.9215,47.3,0.0571
103.2791,47.4,0.0571
103.6374,47.5,0.0571
103.997,47.6,0.0571
104.3612,47.7,0.0571
104.725,47.8,0.0571
105.0901,47.9,0.0571
105.4587,48.0,0.0571
105.8291,48.1,0.0571
106.204,48.2,0.0571
106.5815,48.3,0.0571
106.9633,48.4,0.0571
107.3482,48.5,0.0571
107.7336,48.6,0.0571
108.1235,48.7,0.0571
108.5194,48.8,0.0571
108.9186,48.9,0.0571
109.322,49.0,0.0571
109.7264,49.1,0.0571
110.1392,49.2,0.0571
110.5549,49.3,0.0571
110.9746,49.4,0.0571
111.405,49.5,0.0571
111.8343,49.6,0.0571
112.2673,49.7,0.0571
112.7125,49.8,0.0571
113.1555,49.9,0.0571
113.6059,50.0,0.0571
137.118,1.0,0.0586
125.3724,1.1,0.0586
115.6491,1.2,0.0586
107.4819,1.3,0.0586
100.5385,1.4,0.0586
94.574,1.5,0.0586
89.4063,1.6,0.0586
84.8953,1.7,0.0586
80.9327,1.8,0.0586
77.4328,1.9,0.0586
74.3273,2.0,0.0586
71.5609,2.1,0.0586
69.0885,2.2,0.0586
66.8731,2.3,0.0586
64.8831,2.4,0.0586
63.0938,2.5,0.0586
61.4822,2.6,0.0586
60.0311,2.7,0.0586
58.7244,2.8,0.0586
57.5491,2.9,0.0586
56.4941,3.0,0.0586
55.5496,3.1,0.0586
54.7076,3.2,0.0586
53.9612,3.3,0.0586
53.3047,3.4,0.0586
52.7335,3.5,0.0586
52.2437,3.6,0.0586
51.832,3.7,0.0586
51.4958,3.8,0.0586
51.2324,3.9,0.0586
51.0388,4.0,0.0586
50.9104,4.1,0.0586
50.8393,4.2,0.0586
50.8114,4.3,0.0586
50.8035,4.4,0.0586
50.7813,4.5,0.0586
50.7004,4.6,0.0586
50.5179,4.7,0.0586
50.2052,4.8,0.0586
49.7584,4.9,0.0586
49.2045,5.0,0.0586
48.5888,5.1,0.0586
47.9555,5.2,0.0586
47.3374,5.3,0.0586
46.754,5.4,0.0586
46.2152,5.5,0.0586
45.725,5.6,0.0586
45.2837,5.7,0.0586
44.8897,5.8,0.0586
44.5401,5.9,0.0586
44.232,6.0,0.0586
43.9617,6.1,0.0586
43.7252,6.2,0.0586
43.5186,6.3,0.0586
43.3374,6.4,0.0586
43.1774,6.5,0.0586
43.034,6.6,0.0586
42.903,6.7,0.0586
42.7801,6.8,0.0586
42.6619,6.9,0.0586
42.5458,7.0,0.0586
42.4305,7.1,0.0586
42.316,7.2,0.0586
42.2037,7.3,0.0586
42.0958,7.4,0.0586
41.9954,7.5,0.0586
41.9052,7.6,0.0586
41.8279,7.7,0.0586
41.7656,7.8,0.0586
41.7195,7.9,0.0586
41.6903,8.0,0.0586
41.6783,8.1,0.0586
41.6833,8.2,0.0586
41.7048,8.3,0.0586
41.7419,8.4,0.0586
41.7937,8.5,0.0586
41.8592,8.6,0.0586
41.9375,8.7,0.0586
42.0274,8.8,0.0586
42.1281,8.9,0.0586
42.2386,9.0,0.0586
42.3578,9.1,0.0586
42.4849,9.2,0.0586
42.6189,9.3,0.0586
42.759,9.4,0.0586
42.9047,9.5,0.0586
43.0551,9.6,0.0586
43.21,9.7,0.0586
43.3686,9.8,0.0586
43.5308,9.9,0.0586
43.6965,10.0,0.0586
43.8659,10.1,0.0586
44.039,10.2,0.0586
44.2164,10.3,0.0586
44.3984,10.4,0.0586
44.5858,10.5,0.0586
44.7794,10.6,0.0586
44.9797,10.7,0.0586
45.1877,10.8,0.0586
45.4041,10.9,0.0586
45.6299,11.0,0.0586
45.8655,11.1,0.0586
46.1123,11.2,0.0586
46.371,11.3,0.0586
46.6425,11.4,0.0586
46.9281,11.5,0.0586
47.2291,11.6,0.0586
47.5472,11.7,0.0586
47.8843,11.8,0.0586
47.7616,11.9,0.0586
46.9035,12.0,0.0586
46.1616,12.1,0.0586
45.5219,12.2,0.0586
44.9701,12.3,0.0586
44.4922,12.4,0.0586
44.0787,12.5,0.0586
43.7212,12.6,0.0586
43.412,12.7,0.0586
43.146,12.8,0.0586
42.9192,12.9,0.0586
42.7257,13.0,0.0586
42.5646,13.1,0.0586
42.4324,13.2,0.0586
42.3263,13.3,0.0586
42.2461,13.4,0.0586
42.1887,13.5,0.0586
42.1527,13.6,0.0586
42.138,13.7,0.0586
42.1436,13.8,0.0586
42.1691,13.9,0.0586
42.214,14.0,0.0586
42.2778,14.1,0.0586
42.3608,14.2,0.0586
42.4628,14.3,0.0586
42.5842,14.4,0.0586
42.7254,14.5,0.0586
42.8871,14.6,0.0586
43.0697,14.7,0.0586
43.0242,14.8,0.0586
42.9019,14.9,0.0586
42.8301,15.0,0.0586
42.8002,15.1,0.0586
42.8058,15.2,0.0586
42.8425,15.3,0.0586
42.9069,15.4,0.0586
42.9962,15.5,0.0586
43.1083,15.6,0.0586
43.2414,15.7,0.0586
43.3941,15.8,0.0586
43.5653,15.9,0.0586
43.7539,16.0,0.0586
43.959,16.1,0.0586
44.1798,16.2,0.0586
44.4158,16.3,0.0586
44.6663,16.4,0.0586
44.9306,16.5,0.0586
45.2082,16.6,0.0586
45.4984,16.7,0.0586
45.8002,16.8,0.0586
46.1125,16.9,0.0586
46.4339,17.0,0.0586
46.7617,17.1,0.0586
47.0927,17.2,0.0586
47.4215,17.3,0.0586
47.7405,17.4,0.0586
48.0397,17.5,0.0586
48.3091,17.6,0.0586
48.5438,17.7,0.0586
48.7458,17.8,0.0586
48.9226,17.9,0.0586
49.0822,18.0,0.0586
49.2311,18.1,0.0586
49.3738,18.2,0.0586
49.5133,18.3,0.0586
49.6512,18.4,0.0586
49.7887,18.5,0.0586
49.9267,18.6,0.0586
50.0652,18.7,0.0586
50.2049,18.8,0.0586
50.3457,18.9,0.0586
50.4878,19.0,0.0586
50.6311,19.1,0.0586
50.7758,19.2,0.0586
50.9218,19.3,0.0586
51.0691,19.4,0.0586
51.2181,19.5,0.0586
51.3685,19.6,0.0586
51.5207,19.7,0.0586
51.6749,19.8,0.0586
51.8312,19.9,0.0586
51.9899,20.0,0.0586
52.1515,20.1,0.0586
52.3161,20.2,0.0586
52.4842,20.3,0.0586
52.6561,20.4,0.0586
52.8322,20.5,0.0586
53.0131,20.6,0.0586
53.1992,20.7,0.0586
53.391,20.8,0.0586
53.5888,20.9,0.0586
53.793,21.0,0.0586
54.004,21.1,0.0586
54.2222,21.2,0.0586
54.448,21.3,0.0586
54.6815,21.4,0.0586
54.9231,21.5,0.0586
55.1729,21.6,0.0586
55.4312,21.7,0.0586
55.6979,21.8,0.0586
55.9734,21.9,0.0586
56.1444,22.0,0.0586
56.2954,22.1,0.0586
56.4585,22.2,0.0586
56.6332,22.3,0.0586
56.8196,22.4,0.0586
57.0175,22.5,0.0586
57.2266,22.6,0.0586
57.4472,22.7,0.0586
57.6792,22.8,0.0586
57.9221,22.9,0.0586
58.1757,23.0,0.0586
58.4403,23.1,0.0586
58.7161,23.2,0.0586
59.0018,23.3,0.0586
59.2984,23.4,0.0586
59.606,23.5,0.0586
59.8767,23.6,0.0586
60.0434,23.7,0.0586
60.2148,23.8,0.0586
60.3907,23.9,0.0586
60.5712,24.0,0.0586
60.7562,24.1,0.0586
60.946,24.2,0.0586
61.1402,24.3,0.0586
61.3386,24.4,0.0586
61.5417,24.5,0.0586
61.749,24.6,0.0586
61.9607,24.7,0.0586
62.1765,24.8,0.0586
62.3963,24.9,0.0586
62.62,25.0,0.0586
62.8474,25.1,0.0586
63.0786,25.2,0.0586
63.3132,25.3,0.0586
63.5511,25.4,0.0586
63.7921,25.5,0.0586
64.0361,25.6,0.0586
64.2832,25.7,0.0586
64.5328,25.8,0.0586
64.7851,25.9,0.0586
65.0401,26.0,0.0586
65.2981,26.1,0.0586
65.5587,26.2,0.0586
65.8221,26.3,0.0586
66.0882,26.4,0.0586
66.3575,26.5,0.0586
66.5577,26.6,0.0586
66.7299,26.7,0.0586
66.9081,26.8,0.0586
67.0929,26.9,0.0586
67.2851,27.0,0.0586
67.4851,27.1,0.0586
67.693,27.2,0.0586
67.9076,27.3,0.0586
68.1266,27.4,0.0586
68.3456,27.5,0.0586
68.559,27.6,0.0586
68.7601,27.7,0.0586
68.944,27.8,0.0586
69.1122,27.9,0.0586
69.2699,28.0,0.0586
69.4233,28.1,0.0586
69.577,28.2,0.0586
69.7331,28.3,0.0586
69.8932,28.4,0.0586
70.057,28.5,0.0586
70.2251,28.6,0.0586
70.3969,28.7,0.0586
70.5724,28.8,0.0586
70.7511,28.9,0.0586
70.9326,29.0,0.0586
71.1172,29.1,0.0586
71.3038,29.2,0.0586
71.4926,29.3,0.0586
71.6832,29.4,0.0586
71.8757,29.5,0.0586
72.0685,29.6,0.0586
72.2628,29.7,0.0586
72.4578,29.8,0.0586
72.6526,29.9,0.0586
72.8464,30.0,0.0586
73.0399,30.1,0.0586
73.2316,30.2,0.0586
73.4213,30.3,0.0586
73.6081,30.4,0.0586
73.7909,30.5,0.0586
73.9691,30.6,0.0586
74.1413,30.7,0.0586
74.3064,30.8,0.0586
74.4628,30.9,0.0586
74.609,31.0,0.0586
74.7436,31.1,0.0586
74.8643,31.2,0.0586
74.9699,31.3,0.0586
75.0616,31.4,0.0586
75.1439,31.5,0.0586
75.2262,31.6,0.0586
75.3219,31.7,0.0586
75.4441,31.8,0.0586
75.5978,31.9,0.0586
75.7841,32.0,0.0586
75.9999,32.1,0.0586
76.2414,32.2,0.0586
76.5054,32.3,0.0586
76.789,32.4,0.0586
77.0899,32.5,0.0586
77.4062,32.6,0.0586
77.7362,32.7,0.0586
78.0793,32.8,0.0586
78.4336,32.9,0.0586
78.7991,33.0,0.0586
79.1737,33.1,0.0586
79.5562,33.2,0.0586
79.9464,33.3,0.0586
80.3398,33.4,0.0586
80.7347,33.5,0.0586
80.4655,33.6,0.0586
80.4884,33.7,0.0586
80.5846,33.8,0.0586
80.7175,33.9,0.0586
80.8748,34.0,0.0586
81.0502,34.1,0.0586
81.2411,34.2,0.0586
81.4446,34.3,0.0586
81.6593,34.4,0.0586
81.8828,34.5,0.0586
82.115,34.6,0.0586
82.3549,34.7,0.0586
82.6011,34.8,0.0586
82.8543,34.9,0.0586
83.1131,35.0,0.0586
83.3772,35.1,0.0586
83.646,35.2,0.0586
83.9197,35.3,0.0586
84.1966,35.4,0.0586
84.4773,35.5,0.0586
84.7613,35.6,0.0586
85.0485,35.7,0.0586
85.3387,35.8,0.0586
85.6315,35.9,0.0586
85.9261,36.0,0.0586
86.2231,36.1,0.0586
86.5224,36.2,0.0586
86.8229,36.3,0.0586
87.0809,36.4,0.0586
87.3073,36.5,0.0586
87.5442,36.6,0.0586
87.7917,36.7,0.0586
88.0491,36.8,0.0586
88.316,36.9,0.0586
88.592,37.0,0.0586
88.8766,37.1,0.0586
89.1691,37.2,0.0586
88.7114,37.3,0.0586
83.4601,37.4,0.0586
83.0816,37.5,0.0586
82.8308,37.6,0.0586
82.6661,37.7,0.0586
82.5575,37.8,0.0586
82.4916,37.9,0.0586
82.4586,38.0,0.0586
82.4514,38.1,0.0586
82.4671,38.2,0.0586
82.5022,38.3,0.0586
82.5504,38.4,0.0586
82.6157,38.5,0.0586
82.6906,38.6,0.0586
82.7754,38.7,0.0586
82.8708,38.8,0.0586
82.9738,38.9,0.0586
83.0843,39.0,0.0586
83.1988,39.1,0.0586
83.3193,39.2,0.0586
83.4447,39.3,0.0586
83.5739,39.4,0.0586
83.7058,39.5,0.0586
83.8425,39.6,0.0586
83.9817,39.7,0.0586
84.1239,39.8,0.0586
84.2666,39.9,0.0586
84.4118,40.0,0.0586
84.5581,40.1,0.0586
84.7057,40.2,0.0586
84.8545,40.3,0.0586
85.0054,40.4,0.0586
85.1552,40.5,0.0586
85.3069,40.6,0.0586
85.4584,40.7,0.0586
85.6103,40.8,0.0586
85.7622,40.9,0.0586
85.9146,41.0,0.0586
86.0674,41.1,0.0586
86.2196,41.2,0.0586
86.3731,41.3,0.0586
86.5273,41.4,0.0586
86.6801,41.5,0.0586
86.8346,41.6,0.0586
86.989,41.7,0.0586
87.1434,41.8,0.0586
87.2981,41.9,0.0586
87.4547,42.0,0.0586
87.6101,42.1,0.0586
87.7666,42.2,0.0586
87.9253,42.3,0.0586
88.0825,42.4,0.0586
88.2425,42.5,0.0586
88.4039,42.6,0.0586
88.5655,42.7,0.0586
88.7285,42.8,0.0586
88.8941,42.9,0.0586
89.0613,43.0,0.0586
89.2301,43.1,0.0586
89.4011,43.2,0.0586
89.5741,43.3,0.0586
89.75,43.4,0.0586
89.928,43.5,0.0586
90.1087,43.6,0.0586
90.2919,43.7,0.0586
90.4776,43.8,0.0586
90.6673,43.9,0.0586
90.8598,44.0,0.0586
91.0559,44.1,0.0586
91.2556,44.2,0.0586
91.4582,44.3,0.0586
91.6647,44.4,0.0586
91.8749,44.5,0.0586
92.0891,44.6,0.0586
92.3068,44.7,0.0586
92.5288,44.8,0.0586
92.7549,44.9,0.0586
92.9843,45.0,0.0586
93.2183,45.1,0.0586
93.4558,45.2,0.0586
93.6975,45.3,0.0586
93.9433,45.4,0.0586
94.193,45.5,0.0586
94.4483,45.6,0.0586
94.7069,45.7,0.0586
94.9684,45.8,0.0586
95.2349,45.9,0.0586
95.5044,46.0,0.0586
95.7779,46.1,0.0586
96.0545,46.2,0.0586
96.3364,46.3,0.0586
96.6198,46.4,0.0586
96.906,46.5,0.0586
97.1964,46.6,0.0586
97.4883,46.7,0.0586
97.786,46.8,0.0586
98.0851,46.9,0.0586
98.3864,47.0,0.0586
98.6893,47.1,0.0586
98.9947,47.2,0.0586
99.3036,47.3,0.0586
99.6122,47.4,0.0586
99.924,47.5,0.0586
100.2375,47.6,0.0586
100.5523,47.7,0.0586
100.8685,47.8,0.0586
101.1864,47.9,0.0586
101.5049,48.0,0.0586
101.8256,48.1,0.0586
102.1488,48.2,0.0586
102.472,48.3,0.0586
102.7988,48.4,0.0586
103.1251,48.5,0.0586
103.4547,48.6,0.0586
103.7836,48.7,0.0586
104.1149,48.8,0.0586
104.4477,48.9,0.0586
104.7832,49.0,0.0586
105.1189,49.1,0.0586
105.4562,49.2,0.0586
105.7972,49.3,0.0586
106.1416,49.4,0.0586
106.4878,49.5,0.0586
106.8369,49.6,0.0586
107.1899,49.7,0.0586
107.5412,49.8,0.0586
107.8979,49.9,0.0586
108.2563,50.0,0.0586
136.272,1.0,0.06
124.7023,1.1,0.06
115.1338,1.2,0.06
107.1049,1.3,0.06
100.2865,1.4,0.06
94.4357,1.5,0.06
89.375,1.6,0.06
84.9647,1.7,0.06
81.0976,1.8,0.06
