E,split,Ta_c_true,k_c_true,Ta_c_pred,k_c_pred,curve_MAPE,Ta_c_old,k_c_old,Ta_c_pchip,k_c_pchip
0.0046,train,157.3358,4.8,164.39653,4.42,2.119507058161885,159.24227905273438,4.759200096130371,157.33580000000006,4.8
0.0047,train,157.0102,4.7,158.77882,4.478,0.7350980723021954,161.81134033203125,4.800000190734863,157.01020000000003,4.7
0.0048,train,156.6818,4.7,163.49344,4.42,1.6201617957015575,158.6057891845703,4.640800476074219,156.68179999999995,4.7
0.0049,train,156.3597,4.7,158.25772,4.380765289827883,0.7853200827609482,160.03993225097656,4.420000076293945,156.35970000000003,4.7
0.005,train,156.0439,4.7,164.09082,5.18,1.829715061675267,157.9380340576172,4.533200263977051,156.04390000000004,4.7
0.0051,train,155.734,4.7,157.45744,4.311100844775427,0.6027393927462928,159.587890625,4.420000076293945,155.734,4.7
0.0052,test,155.1319,4.7,156.65431,4.220000000000001,0.6130486782062784,156.8598175048828,4.61199951171875,155.2804808239998,4.7
0.0053,train,154.8393,4.7,156.26189,4.266,0.854900263137708,156.53038024902344,4.556000232696533,154.83930000000004,4.7
0.0054,train,154.5521,4.7,156.48985,4.220000000000001,0.5835928238148482,156.2635498046875,4.606800079345703,154.55209999999994,4.7
0.0055,test,154.2701,4.7,156.12038,4.242790897568972,0.8480269010430178,155.97132873535156,4.505200386047363,154.2701321226768,4.7
0.0056,train,153.9932,4.7,155.87802,4.173176015750975,0.5627292164563316,155.66323852539062,4.61199951171875,153.99319999999992,4.7
0.0057,train,153.7208,4.6,155.22507,4.173596470525968,0.7546759201624178,155.34420776367188,4.671999931335449,153.72079999999994,4.6
0.0058,train,153.4421,4.6,154.6915,4.196000000000001,0.4590348801648274,155.05767822265625,4.671999931335449,153.44210000000007,4.6
0.0059,val,152.8975,4.6,154.22961,4.196,0.6092517404308663,154.4398193359375,4.618000030517578,153.03392496113668,4.6
